"movie_id","credit_id","department","gender","id","job","name","profile_path"
"61302","59156ca6925141061e012d22","Writing","0","95568","Writer","Peter Watkins","/5AQ2Hb8ERvbWJ9CfyBbn0wJzFam.jpg"
"34991","52fe45879251416c9103599b","Directing","0","3224","Director","Stephen Frears","/8IewTBLTPujw1t1MwpXba8cCXOU.jpg"
"34991","52fe45879251416c91035995","Writing","2","202187","Writer","Neville Smith","/bbNQp7QXw39zBkrCRV5mP2JXV2G.jpg"
"16023","52fe46969251416c7507d0c3","Directing","2","34517","Director","Trey Parker","/qXLTxMTfX15od88WHpBZz6xURR0.jpg"
"16023","52fe46969251416c7507d0c9","Writing","2","34517","Writer","Trey Parker","/qXLTxMTfX15od88WHpBZz6xURR0.jpg"
"16023","52fe46969251416c7507d0cf","Writing","2","34518","Writer","Matt Stone","/fENM2HlxKgMe81OTTgert1Q55pj.jpg"
"150778","52fe4aec9251416c910ca373","Directing","2","30165","Director","Mark Sandrich","/6kNpEE507nop2cfwxHm0Lk6GZHD.jpg"
"142052","52fe4acb9251416c750ee46d","Directing","2","117075","Director","Henry Jaglom","/yJRN22AlH1sDNXrq8rNqvL5ZpVo.jpg"
"142052","52fe4acb9251416c750ee473","Writing","2","117075","Writer","Henry Jaglom","/yJRN22AlH1sDNXrq8rNqvL5ZpVo.jpg"
"27843","52fe4569c3a368484e059217","Writing","0","58616","Screenplay","Sakichi Satô","/s3slnuF2U18zAPJi0yovdzZPIQF.jpg"
"27843","52fe4569c3a368484e059211","Directing","0","58616","Director","Sakichi Satô","/s3slnuF2U18zAPJi0yovdzZPIQF.jpg"
"32395","52fe44d09251416c9101dca1","Directing","0","129718","Director","Shana Feste","/Ai9XWB3Nq5w0ueTgMfx8JkxptIp.jpg"
"32395","52fe44d19251416c9101dcd3","Writing","0","129718","Writer","Shana Feste","/Ai9XWB3Nq5w0ueTgMfx8JkxptIp.jpg"
"39037","52fe46f39251416c910652e7","Directing","2","129716","Director","Julio DePietro","/70Yl4mgXI6eHZcIvc8fbzTnuGmj.jpg"
"39037","52fe46f39251416c91065309","Writing","2","129716","Writer","Julio DePietro","/70Yl4mgXI6eHZcIvc8fbzTnuGmj.jpg"
"59881","52fe499ec3a36847f81a3e27","Directing","2","3974","Director","Miloš Forman","/nKnsrK9h02F1QlMetkyr9R45VGM.jpg"
"37766","581b10b9c3a36837870031a6","Camera","2","7746","Director of Photography","John Andreas Andersen","/v2ElPsw0NRjh3DOReaOHWBiwilS.jpg"
"37766","58a154bb9251413cd10009b9","Writing","2","79323","Writer","Harald Rosenløw-Eeg","/7JQ2NrUxCqvyx4hrxgi1GJCgOOy.jpg"
"37766","581b10ab9251412d190033ca","Sound","2","107748","Music","Ginge Anvik","/qVcpoO8ebQS279n8x6sOjvTbqxy.jpg"
"37766","52fe466d9251416c9105417d","Directing","2","118506","Director","Stefan Faldbakken","/eLZSlbek4sJTJmHaZEr3N95gtZ9.jpg"
"32497","52fe44d49251416c9101e3af","Writing","2","57013","Writer","Torkel Petersson","/45ma69FFviLqEWz4gpvpBthmBeX.jpg"
"32497","52fe44d49251416c9101e3a3","Directing","0","57022","Director","Josef Fares","/e3zHyiDjITWIcCPpj8mI7TYzrlf.jpg"
"32497","52fe44d49251416c9101e3a9","Writing","0","57022","Writer","Josef Fares","/e3zHyiDjITWIcCPpj8mI7TYzrlf.jpg"
"20007","52fe43d2c3a368484e0001fd","Directing","2","100888","Director","Chuck Jones","/6JpwLPN4ugD5sw5Z0zjPQf6nhh8.jpg"
"29168","54f3712592514179a4000065","Directing","2","19707","Director","Charles Band","/ulNdloEQNPhKrFOloAwW2R3m6DU.jpg"
"63075","52fe469ac3a368484e099ba5","Directing","2","89576","Director","Jeffrey Blitz","/tnXoSlOgNIS0bYuMObUz2sByhIU.jpg"
"63075","52fe469ac3a368484e099b9f","Production","2","89576","Producer","Jeffrey Blitz","/tnXoSlOgNIS0bYuMObUz2sByhIU.jpg"
"24508","52fe4499c3a368484e02bf65","Writing","2","6779","Writer","Stirling Silliphant","/rU0rdr05rqlBotVaSoYPUnDxAB.jpg"
"24508","52fe4499c3a368484e02bf5f","Directing","2","14773","Director","Don Siegel","/vylrJ53CsYbxECA8c2CDEqkYKge.jpg"
"52713","52fe483fc3a36847f815dfe5","Directing","2","3776","Director","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"52713","52fe483fc3a36847f815dfcb","Writing","2","3776","Writer","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"77334","52fe4967c3a368484e129a1b","Directing","2","31894","Director","Ettore Scola","/xfesZME8Wh2XaZ9xERxoBZLWUmF.jpg"
"46011","53e85fdac3a368398d003210","Directing","2","80570","Director","Walter Lang","/yn0CkRMug4xZOnPK7CIEfX3WDg3.jpg"
"42039","52fe45eac3a36847f80e1dd3","Directing","2","17108","Director","Jonathan Caouette","/6PHM4r3cLCzDqAeXgKnIJjIOEbZ.jpg"
"44806","52fe469cc3a36847f8108785","Directing","0","19003","Director","Heidi Ewing","/7PPbhnWWFiSSwcQoaBlkj6KwMXh.jpg"
"44806","52fe469cc3a36847f810878b","Directing","0","19006","Director","Rachel Grady","/gqAsgfdCQFnnMdRWqivbr6o8ila.jpg"
"47912","52fe474dc3a36847f812e26b","Directing","2","65608","Director","Leon Gast","/oaz2nf6wIhJeoGgqx3fkYv517Ms.jpg"
"39563","52fe47269251416c9106ba73","Directing","0","73289","Director","Conor McPherson","/qoe4tpsNSdL50h6Xx3BVhkHhycd.jpg"
"41479","52fe45cdc3a36847f80db247","Directing","2","126910","Director","Derrick Borte","/8A07gh7crbc654MltdSeQdHRR2r.jpg"
"41479","52fe45cdc3a36847f80db24d","Writing","2","126910","Writer","Derrick Borte","/8A07gh7crbc654MltdSeQdHRR2r.jpg"
"29538","52fe45e8c3a368484e075c5d","Production","2","69709","Producer","Uday Chopra","/dE8SJ1In3L5zHeVOB91LBJXmtN3.jpg"
"29538","52fe45e8c3a368484e075c63","Writing","2","69709","Writer","Uday Chopra","/dE8SJ1In3L5zHeVOB91LBJXmtN3.jpg"
"29538","52fe45e8c3a368484e075c57","Directing","2","69711","Director","Jugal Hansraj","/uJErrCnZF5E72fSAH2cT2WjWnCa.jpg"
"207937","54205b0bc3a36879960030c0","Directing","2","12804","Director","Peter Yates","/skBRJxvtvkylZXk6zjNPvwytr5S.jpg"
"207937","56affc4b9251410b3a000379","Writing","0","1095589","Novel","Miguel de Cervantes y Saavedra","/9jM4JtEgzPnH7r0LChqmeARs2gO.jpg"
"62981","52fe4696c3a368484e098c55","Directing","2","18209","Director","Claude Miller","/s3zRKECzjam2SrhRIHmr3vBcjlL.jpg"
"62981","539eb1dec3a3687247001528","Writing","2","17496","Writer","Jacques Audiard","/dJ2XCySH5NKZTEEapYK3RaBtL61.jpg"
"62981","539eaac1c3a36872400013c1","Writing","2","18565","Writer","Michel Audiard","/v1ZikQ0sKjG1SQaK6S4SvEFm4o0.jpg"
"42085","52fe45ecc3a36847f80e2475","Directing","1","1066960","Director","María Luisa Bemberg","/i6SBI5OOBnpBAEG8yd7fRqYDlsX.jpg"
"84701","52fe49089251416c910a0997","Directing","2","6593","Director","John Huston","/1YV2m0943zGmgQaHHgtFuQhOEKl.jpg"
"42495","52fe4606c3a36847f80e7e77","Writing","2","6210","Author","William Shakespeare","/2z4njqosEQM4g26ttb9grG9rJUg.jpg"
"42495","52fe4606c3a36847f80e7e6b","Directing","2","60981","Director","Peter Brook","/1xkrcl5YFJBELNWb4k0qxFmv27i.jpg"
"42495","52fe4606c3a36847f80e7e71","Writing","2","60981","Writer","Peter Brook","/1xkrcl5YFJBELNWb4k0qxFmv27i.jpg"
"40663","52fe459dc3a36847f80d0f01","Directing","2","124294","Director","Josh Fox","/kWaBP0dxXNR885CX2370rwqEEL.jpg"
"40663","52fe459dc3a36847f80d0f07","Writing","2","124294","Writer","Josh Fox","/kWaBP0dxXNR885CX2370rwqEEL.jpg"
"121471","52fe4a64c3a368484e150a49","Directing","1","96199","Director","Liz Garbus","/hQewyUu7fxhZAdxPXQiLVxdWbnA.jpg"
"103745","52fe4a25c3a36847f81bcbc1","Directing","2","54767","Director","Mika Kaurismäki","/w7Hf3cfWEL73H82v46w4eh4NF65.jpg"
"54182","52fe4890c3a36847f816e101","Directing","2","26775","Director","Liu Chia-Liang","/zsRPoIYxsvUoVFuPRVgeRppevOy.jpg"
"54182","55d605c5c3a368137b000011","Editing","2","43913","Editor","Chiang Hsing-Lung","/4rJVpsyq1UA2JoMQDdvGSbvzxMh.jpg"
"54182","52fe4890c3a36847f816e123","Writing","2","70675","Writer","Ni Kuang","/41TVqxyNekPr2HQR4IhUuIXhPzZ.jpg"
"55403","52fe48cac3a36847f8179a3f","Directing","0","108847","Director","Timo Koivusalo","/pb21gFa9CBeUQUz53RVM0Ov16ca.jpg"
"46697","52fe4707c3a36847f811fc65","Directing","2","57130","Director","Todd Phillips","/427q515P1ppOrJrQmQwxj16zZZ6.jpg"
"46697","57f17e29c3a368684b002180","Production","2","57130","Producer","Todd Phillips","/427q515P1ppOrJrQmQwxj16zZZ6.jpg"
"50338","52fe47c4c3a36847f8147061","Directing","0","143402","Director","Karin Albou","/alw3QSfWNT8RmYW9PDO4bMFtVQ8.jpg"
"50338","53c599c00e0a26496f0002cd","Writing","0","143402","Writer","Karin Albou","/alw3QSfWNT8RmYW9PDO4bMFtVQ8.jpg"
"52337","52fe4825c3a36847f8159f85","Directing","2","76981","Director","Delmer Daves","/l5oNQDoPSEhiKvUmRMldt5QE9hC.jpg"
"33481","5930caa592514115e5002d11","Writing","0","16767","Screenplay","Aki Kaurismäki","/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg"
"33481","5930ca8fc3a3686a05003115","Writing","0","16767","Dialogue","Aki Kaurismäki","/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg"
"33481","5930cac39251411622002f6f","Writing","2","54767","Screenplay","Mika Kaurismäki","/w7Hf3cfWEL73H82v46w4eh4NF65.jpg"
"33481","52fe451d9251416c91027f43","Directing","2","54767","Director","Mika Kaurismäki","/w7Hf3cfWEL73H82v46w4eh4NF65.jpg"
"15834","52fe46839251416c7507aa07","Writing","2","1012","Writer","Anders Thomas Jensen","/qlTicJ92OcWBvKZUxCGnHTskzhA.jpg"
"15834","52fe46839251416c7507a9fb","Directing","0","65879","Director","Kristian Levring","/9BoGTgDyRyRW51JgXaCl5gmVNYC.jpg"
"15834","52fe46839251416c7507aa01","Writing","0","65879","Writer","Kristian Levring","/9BoGTgDyRyRW51JgXaCl5gmVNYC.jpg"
"107612","52fe4a83c3a36847f81d2427","Directing","2","37493","Director","Luis García Berlanga","/cnESn1RzX3c7yqSQqiV8suUk5ir.jpg"
"33909","52fe45429251416c9102c3bf","Directing","2","1152","Director","Oliver Stone","/uHdNGBkrI74eYfUP2Uie7nuo0Nn.jpg"
"33909","52fe45429251416c9102c3c5","Writing","0","34050","Writer","Allan Loeb","/IIDbXoCsge6tcHUwXOQjmpShcx.jpg"
"33909","53c2c8cf0e0a26157900b4d4","Sound","2","37317","Original Music Composer","Brian Eno","/1XPKGMXbR2F5UhKPTX79TfhpTF4.jpg"
"33909","52fe45429251416c9102c3cb","Writing","2","59583","Writer","Stephen Schiff","/yT2M7F417i38EzRK09wHbbycdDY.jpg"
"33909","57efd0ad92514159de003920","Crew","0","1588593","Stand In","Dan Marshall","/67ZKPilBOCRoeH1o5OJewiUJS4P.jpg"
"121154","550494b2c3a36825290014de","Directing","2","36693","Director","Richard Eyre","/zwl4IdDL0331fxZMfHfN1dVpfb1.jpg"
"35219","52fe459b9251416c910384a3","Directing","0","114004","Director","Noah Buschel","/4zILwm1vyQ6XLBFACTRK6ef36Jr.jpg"
"35219","5710caad925141763e00141e","Writing","0","114004","Writer","Noah Buschel","/4zILwm1vyQ6XLBFACTRK6ef36Jr.jpg"
"72913","52fe4884c3a368484e0fcd99","Directing","2","102445","Director","John Sayles","/849CWBxvBFWYQ6FmWirWgs9TQSa.jpg"
"72913","52fe4884c3a368484e0fcd9f","Writing","2","102445","Writer","John Sayles","/849CWBxvBFWYQ6FmWirWgs9TQSa.jpg"
"94959","52fe49719251416c750c81ad","Directing","0","14674","Director","George Cukor","/s6OKrb7REayEl3NHAQVJXvD9KrX.jpg"
"94959","52fe49719251416c750c81bf","Writing","2","14676","Writer","Donald Ogden Stewart","/eS4tJHSN4fm81yXXiUXnvoRnmGu.jpg"
"159186","5916018fc3a3683a93020fca","Directing","2","183439","Director","Ahmed Ahmed","/vJjVnmcnSkq6OhcdpVPzGO42sLC.jpg"
"159186","596fca9fc3a36871280142ec","Writing","2","183439","Writer","Ahmed Ahmed","/vJjVnmcnSkq6OhcdpVPzGO42sLC.jpg"
"22136","52fe4435c3a368484e015dd9","Writing","2","4387","Screenplay","François Ozon","/zcrMs8YX5f89Ax2mEDCtaLvwKiE.jpg"
"22136","52fe4435c3a368484e015daf","Directing","2","4387","Director","François Ozon","/zcrMs8YX5f89Ax2mEDCtaLvwKiE.jpg"
"125946","52fe4ad3c3a368484e169201","Directing","2","138006","Director","Frederick Wiseman","/uYlxuYtXn27b4CYLII2K8KyqwUc.jpg"
"27023","52fe4528c3a368484e04b9d7","Directing","2","223909","Director","Hue Rhodes","/kb4yY0IXYqyapopBlClARFRllMI.jpg"
"52221","54023b360e0a2658e90056b9","Directing","2","69982","Director","Jeff Bleckner","/8mgbryrtiwKvEeQe8K1aaQP2B04.jpg"
"117211","52fe4bacc3a36847f820ee2b","Directing","2","82413","Director","Jack Conway","/9XtA1YzzVibf1xl907PB9uQYdyi.jpg"
"45745","52fe46d1c3a36847f8113e29","Directing","0","133631","Director","Colin Levy","/82OA969wEqz7EaS7zLsE6l6Xr89.jpg"
"45745","52fe46d1c3a36847f8113e2f","Production","0","133632","Producer","Ton Roosendaal","/w5NbjQk0E14A5LMTtn5nm3oU5cD.jpg"
"45745","52fe46d1c3a36847f8113e35","Writing","0","133633","Writer","Esther Wouda","/sN89hQog4HIM28lx3es8UlDQt0z.jpg"
"45745","52fe46d1c3a36847f8113e3b","Sound","0","133634","Music","Jan Morgenstern","/f9NBnRMCdOTZg1Y8QDPiXsHxY5p.jpg"
"42296","52fe45fac3a36847f80e56d7","Directing","2","142272","Director","Henry Joost","/wP5btUyPGGinHoa3GJmudZB8Pwt.jpg"
"42296","52fe45fac3a36847f80e56ed","Directing","2","142276","Director","Ariel Schulman","/jWQRMBFA4AajaA0DJ3CrLzZ2Vby.jpg"
"42296","56e6b4eec3a3685a9a009b16","Crew","2","1257828","Cinematography","Nev Schulman","/myewMjLuNPX0PDKfKm1yoj78Yro.jpg"
"41994","52fe45e7c3a36847f80e11dd","Writing","2","212","Writer","David Cross","/aHSmsfJ48W59WlGB5ZiTjK67I0D.jpg"
"41994","52fe45e7c3a36847f80e11d3","Directing","0","61440","Director","Lance Bangs","/smkFj23FrTWrEb93m0IhoCTrfeU.jpg"
"20034","52fe43d4c3a368484e00084f","Directing","2","86482","Director","Mark Tonderai","/uDfYWgrwCZbsUIR8CvI9fG0eTnk.jpg"
"20034","52fe43d4c3a368484e000855","Writing","2","86482","Writer","Mark Tonderai","/uDfYWgrwCZbsUIR8CvI9fG0eTnk.jpg"
"10311","52fe43579251416c7500c97d","Writing","2","2725","Screenplay","Rainer Werner Fassbinder","/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg"
"10311","52fe43579251416c7500c95b","Directing","2","2725","Director","Rainer Werner Fassbinder","/27Zgw5CeRiPR2yTyoXVvWYvarLV.jpg"
"10311","52fe43579251416c7500c983","Camera","2","3769","Director of Photography","Michael Ballhaus","/pMto0iHZb67YaSP9cTgKbAPcaYU.jpg"
"10311","52fe43579251416c7500c989","Art","2","21997","Production Design","Kurt Raab","/wVtzUW8bi4Xmupsjoms369qjIKG.jpg"
"53486","59d26d199251413eef0012d8","Writing","2","56194","Screenplay","Paolo Sorrentino","/fY8hmcpS2UOXTFev6yHcvk9yIXi.jpg"
"53486","52fe4869c3a36847f8165d87","Directing","2","56194","Director","Paolo Sorrentino","/fY8hmcpS2UOXTFev6yHcvk9yIXi.jpg"
"206577","52fe4d20c3a368484e1d8765","Directing","2","8688","Director","Diego Luna","/uH8sMbiMmy9sprKr1vJpoPBB40E.jpg"
"76825","52fe494fc3a368484e124f69","Directing","2","17582","Director","Nikos Nikolaidis","/g2RPP9L9Ti1IoJfdqkmXvdnSng5.jpg"
"76825","52fe494fc3a368484e124f6f","Writing","2","17582","Writer","Nikos Nikolaidis","/g2RPP9L9Ti1IoJfdqkmXvdnSng5.jpg"
"16344","52fe46c79251416c7508351f","Directing","0","80386","Director","Zoya Akhtar","/let0RUcMc7r1wYetTERHVFWwGgU.jpg"
"174792","52fe4d52c3a36847f825abd7","Directing","2","10790","Director","Sam Wood","/xtotCnG8pv42k0EudM1WZ7PQMsH.jpg"
"39312","52fe470e9251416c91068987","Directing","2","21863","Director","Sebastian Junger","/qGizOjNZXJRzZcdNeGTb2HH1yDk.jpg"
"39312","52fe470e9251416c91068981","Directing","0","131948","Director","Tim Hetherington","/jeTgam37BZeM5aIf0QkuTh9UfOL.jpg"
"39440","52fe47199251416c91069f8d","Directing","2","19012","Director","Davis Guggenheim","/wsq8gRMA63QZeOEdkq4I5xiUzWC.jpg"
"39440","52fe47199251416c91069f93","Writing","2","19012","Writer","Davis Guggenheim","/wsq8gRMA63QZeOEdkq4I5xiUzWC.jpg"
"86233","52fe49799251416c910ae76b","Directing","2","51373","Director","Larry Peerce","/xa3IIqxH6uceKj0uX8Ipm3JdGUg.jpg"
"20700","52fe43f4c3a368484e007db9","Directing","0","86462","Director","Kirk Jones","/mI6dOAQ97sL7mygKR3msXJ0oNYz.jpg"
"20700","52fe43f5c3a368484e007dbf","Writing","0","86462","Writer","Kirk Jones","/mI6dOAQ97sL7mygKR3msXJ0oNYz.jpg"
"127083","52fe4af0c3a368484e16eced","Directing","0","74378","Director","Aleksandar Petrović","/w378bGeV2RBE9NaiSsb6iGGkxln.jpg"
"127083","553421fec3a3680bdc000830","Writing","0","74378","Writer","Aleksandar Petrović","/w378bGeV2RBE9NaiSsb6iGGkxln.jpg"
"27372","52fe4545c3a368484e0508cb","Directing","0","95501","Director","Yasujirō Ozu","/xq5SKmMDxsmnLn75FBqPjQ0xbP4.jpg"
"46103","52fe46e4c3a36847f8118393","Writing","2","23880","Writer","Steven Seagal","/f8OFR4h3ngyFesiudCygrNFdsCE.jpg"
"46103","52fe46e4c3a36847f811838d","Directing","2","134859","Director","Lauro Chartrand","/e4P3cviyfjnhqFHAqQ0g9KyvCGJ.jpg"
"31605","52fe448e9251416c91014e37","Directing","2","1214133","Director","Lamont Johnson","/2RerOy0iKbUtDmzOQrPgfofgMwh.jpg"
"44603","52fe4691c3a36847f81061e5","Directing","2","190","Director","Clint Eastwood","/wJosJW9DNWHOA8h63bQr2HgHC48.jpg"
"44603","52fe4691c3a36847f810622b","Writing","2","15730","Screenplay","Peter Morgan","/gxmjM2MQ2HmGPKHrbkqBrl1ZXaH.jpg"
"54315","52fe4896c3a36847f816f729","Directing","0","150390","Director","Emily Atef","/xb9wi22oy2LJv9nIZR2P99X7v7K.jpg"
"79591","52fe49dbc3a368484e143ab7","Directing","2","3776","Director","Jean-Luc Godard","/40irqwjSgDaxts68tdV63m4Ls4n.jpg"
"79591","52fe49dac3a368484e143a93","Directing","2","4956","Director","Bernardo Bertolucci","/vu7dxDDRRjytIfGuQxDYj1eJULa.jpg"
"79591","52fe49dac3a368484e143a99","Directing","2","6111","Director","Mike Figgis","/nIaxYZkNX6j70VQyHwzed1QxOXD.jpg"
"79591","52fe49dbc3a368484e143aa5","Directing","1","9888","Director","Claire Denis","/bifT0inBvrNxLbLslWdgAfsajuF.jpg"
"79591","52fe49dbc3a368484e143aab","Directing","2","10249","Director","Volker Schlöndorff","/5os3QPgtEJANkN9tNyBYcR86gHD.jpg"
"79591","52fe49dbc3a368484e143a9f","Directing","2","11720","Director","Jiří Menzel","/Mv5jACn7XSS1VLRIQI5I4Zbvwl.jpg"
"79591","52fe49dbc3a368484e143ab1","Directing","2","28898","Director","Michael Radford","/bhKe3gIvinv8rBgyxdLsQbuZ6Gv.jpg"
"79591","52fe49dbc3a368484e143abd","Directing","0","225898","Director","István Szabó","/ptCbdLlA9BZOXaYgpf13jtycOHc.jpg"
"26891","52fe451fc3a368484e049cff","Directing","2","6011","Director","Michael Haneke","/uRcHQ895xDeeaXoSRPoPgjbLe9L.jpg"
"26891","52fe451fc3a368484e049d41","Writing","2","6011","Writer","Michael Haneke","/uRcHQ895xDeeaXoSRPoPgjbLe9L.jpg"
"26891","52fe451fc3a368484e049d47","Writing","2","30717","Novel","Franz Kafka","/dsmWIoRNK6foGQPxWL7di56JvhH.jpg"
"45593","52fe46cac3a36847f8112539","Directing","1","32799","Director","Angela Bettis","/3wOUBFjkIND7ZggfKVV25BJxGtN.jpg"
"45593","52fe46cac3a36847f811253f","Writing","2","51534","Writer","Lucky McKee","/vMup2Uy3n5ET6k8RYYM49bMA8Ji.jpg"
"126238","52fe4adac3a368484e16a617","Directing","2","1012088","Director","James Benning","/zmBy4E6njaoj1z8ZWTj11i8t1Q2.jpg"
"48000","52fe4752c3a36847f812f3dd","Directing","2","139772","Director","Dimitri Kirsanoff","/dsFL42uncGv5XktZ5c4iXxEf6PS.jpg"
"48000","58d1118e9251411ad800a006","Writing","2","139772","Writer","Dimitri Kirsanoff","/dsFL42uncGv5XktZ5c4iXxEf6PS.jpg"
"64340","52fe46d5c3a368484e0a65d1","Directing","2","24547","Director","René Manzor","/gOcDxcIr88npTGXtnOa8hxgBYWN.jpg"
"64340","52fe46d6c3a368484e0a65d7","Writing","2","24547","Writer","René Manzor","/gOcDxcIr88npTGXtnOa8hxgBYWN.jpg"
"44571","52fe468fc3a36847f8105b1b","Directing","0","64901","Director","Gordon Chan","/loFRCbxYk5Mt6of9jAXVEtaAyZJ.jpg"
"38357","52fe46b09251416c9105c6af","Writing","0","10567","Writer","Aline Brosh McKenna","/6Jbb2KTbTZebvrOn3xu0CEgyyDc.jpg"
"38357","52fe46b09251416c9105c6a9","Directing","2","7017","Director","Roger Michell","/zDjSgsAY44QJljrvzIZWnWauqlg.jpg"
"38357","56abe2d9c3a3681c3400350a","Costume & Make-Up","2","15017","Makeup Artist","Bill Corso","/iL7zT7LUL5p7aBuKfQa4vXF4bAt.jpg"
"38357","52fe46b09251416c9105c6f5","Production","2","15344","Producer","J.J. Abrams","/uiEVOx3QclxnN76t8PU6v5IcUUP.jpg"
"38357","52fe46b09251416c9105c6fb","Production","2","28977","Producer","Bryan Burk","/8sjfYlGhhqPwCoDzhze211ONtBX.jpg"
"36940","52fe461b9251416c91049575","Writing","2","67164","Writer","Francesco Bruni","/nLRFD1IDXyTPWsdfL0yE08Ixlcy.jpg"
"36940","52fe461b9251416c910495b7","Directing","2","83189","Director","Paolo Virzì","/mqZMBpI7F6cd5f45ESUbuQHS9AX.jpg"
"15012","52fe462f9251416c75070005","Directing","2","34453","Director","Kevin Bray","/npkd2oUXtUvNPTfN4YDIMsXKznm.jpg"
"41556","52fe45d2c3a36847f80dc6b1","Directing","1","53276","Director","Galt Niederhoffer","/eDeP5c0pi6MX7ppKXpcU0qlIKCz.jpg"
"41556","52fe45d2c3a36847f80dc6b7","Writing","1","53276","Novel","Galt Niederhoffer","/eDeP5c0pi6MX7ppKXpcU0qlIKCz.jpg"
"41556","52fe45d2c3a36847f80dc6bd","Writing","1","53276","Writer","Galt Niederhoffer","/eDeP5c0pi6MX7ppKXpcU0qlIKCz.jpg"
"52998","52fe484dc3a36847f8160897","Directing","2","96369","Director","Carlos Saura","/xzDUMRTBkL3lmmTmYMgmKatYqNs.jpg"
"52998","53d6cd7dc3a3683a1c000181","Writing","2","96369","Writer","Carlos Saura","/xzDUMRTBkL3lmmTmYMgmKatYqNs.jpg"
"48486","52fe4768c3a36847f8133d3b","Directing","2","935705","Director","Michael Dudok de Wit","/xqZ47uC8Ijz5l68BBqqGMY9ZXxg.jpg"
"56648","53c582240e0a2649650000cc","Directing","2","38507","Director","Francis Veber","/hEeR4kyKecepNaEb4sdK0pAQKzf.jpg"
"26769","52fe4518c3a368484e0481df","Directing","2","141475","Director","Billy Corben","/qxHKSiPNiGnlOgf5t6JqkHCkvwX.jpg"
"15436","583069a292514162cb011cdf","Writing","1","28279","Screenplay","Agnès Jaoui","/5iapBWdu5lnnZ0hLOFVYPY2yslB.jpg"
"15436","52fe465a9251416c7507599f","Directing","1","28279","Director","Agnès Jaoui","/5iapBWdu5lnnZ0hLOFVYPY2yslB.jpg"
"15436","583069d092514162cb011d26","Writing","2","28281","Screenplay","Jean-Pierre Bacri","/sjXoA3DXsBi4MsymfNELa6idUk4.jpg"
"37234","52fe46369251416c9104cf45","Directing","2","182","Director","Mat Whitecross","/7omPBl6nbEvGjpY02Tar1uuD6O6.jpg"
"37234","52fe46369251416c9104cf4b","Writing","2","929638","Writer","Paul Viragh","/caVKUX5iFqL3T9OknW0XsGPb2f.jpg"
"28155","52fe457dc3a368484e05e55d","Crew","2","16178","Makeup Effects","Rick Baker","/duiRGU1zSX3w1bhGW8UztVHjpeG.jpg"
"28155","52fe457dc3a368484e05e545","Directing","2","19266","Director","Larry Cohen","/jB85d7bfXoIWW2nKxMe7fQJQ7rC.jpg"
"28155","52fe457dc3a368484e05e551","Production","2","19266","Producer","Larry Cohen","/jB85d7bfXoIWW2nKxMe7fQJQ7rC.jpg"
"28155","52fe457dc3a368484e05e54b","Writing","2","19266","Writer","Larry Cohen","/jB85d7bfXoIWW2nKxMe7fQJQ7rC.jpg"
"28155","52fe457dc3a368484e05e563","Crew","0","50726","Makeup Effects","Greg Cannom","/zhVf6PALt6wL4ruILvvuTwyixZA.jpg"
"28155","52fe457dc3a368484e05e557","Production","2","96308","Producer","William Wellman Jr.","/s6u3wVq37HIYsH4Zmpg4oRGrXVV.jpg"
"44028","52fe4672c3a36847f80ff9bb","Directing","2","130101","Director","Rob Stefaniuk","/cfcwx1rLQnu5DfLRtnInZgfBLLW.jpg"
"32234","52fe44c69251416c9101c597","Directing","2","26882","Director","Kiyoshi Kurosawa","/fK7pieTcFLwQ07wdUi2Pms6BD95.jpg"
"63290","52fe46a3c3a368484e09bb2f","Directing","2","801","Director","Michael Glawogger","/2RVSMmFW7IsHFGc33nadigiwt11.jpg"
"56693","52fe490dc3a36847f8186ef3","Directing","2","34264","Director","Marco Ferreri","/ne613TRedYwJf44C6gopz1pKD8P.jpg"
"56693","52fe490dc3a36847f8186f0d","Writing","2","34264","Writer","Marco Ferreri","/ne613TRedYwJf44C6gopz1pKD8P.jpg"
"40882","52fe45a9c3a36847f80d36bd","Directing","2","120229","Director","Jafar Panahi","/a8HN99enx3plYkpb1UK1Jl6qnmS.jpg"
"62789","52fe468ec3a368484e097257","Directing","2","87267","Director","Francesco Rosi","/6o74waMKsDklMongVmDWEDMPETY.jpg"
"43614","52fe4655c3a36847f80f93bb","Directing","0","222686","Director","Mia Hansen-Løve","/mzDbolDfvD0DvVXxk6BoLZlvn4c.jpg"
"43614","572336c79251413bc4001784","Writing","0","222686","Writer","Mia Hansen-Løve","/mzDbolDfvD0DvVXxk6BoLZlvn4c.jpg"
"99738","52fe4a3e9251416c750e28f3","Directing","2","109598","Director","Šarūnas Bartas","/tG59rMcCdvNzp94NRPcV8MSASAi.jpg"
"99738","52fe4a3f9251416c750e2911","Writing","2","109598","Writer","Šarūnas Bartas","/tG59rMcCdvNzp94NRPcV8MSASAi.jpg"
"49296","52fe478ec3a36847f813bf7f","Directing","0","11523","Director","Georges Méliès","/cjQ3IvPbkNArGjhj4dkGqEwOgdW.jpg"
